source,as_url,token_ratio,as_tokens,ls_tokens,as_avg_sent_len,ls_avg_sent_len,ner_recall,as_ent_count,ls_ent_count,semantic_similarity,as_lexical_density,ls_lexical_density,as_adj_ratio,ls_adj_ratio,as_noun_ratio,ls_noun_ratio,as_verb_ratio,ls_verb_ratio,as_conj_ratio,ls_conj_ratio
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/halle/burgenland/neue-s-bahn-zuege-mireo-100.html,2.1375,80,171,10.0,7.434782608695652,0.375,8,14,0.678838849067688,0.5375,0.49122807017543857,0.0875,0.05847953216374269,0.3375,0.27485380116959063,0.075,0.08771929824561403,0.05,0.029239766081871343
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/halle/burgenland/naumburger-dom-kunst-film-triegel-cranach-kultur-news-100.html,0.41935483870967744,806,338,14.925925925925926,9.941176470588236,0.13333333333333333,30,25,0.8490195274353027,0.47518610421836227,0.45857988165680474,0.062034739454094295,0.04142011834319527,0.24689826302729528,0.26331360946745563,0.0880893300248139,0.08875739644970414,0.03225806451612903,0.02958579881656805
mdr,https://www.mdr.de/nachrichten/sachsen/polarlichter-sonne-nachthimmel-100.html,0.4328767123287671,365,158,15.208333333333334,10.533333333333333,0.18181818181818182,22,13,0.49013054370880127,0.5150684931506849,0.45569620253164556,0.057534246575342465,0.04430379746835443,0.29041095890410956,0.28481012658227844,0.0821917808219178,0.0759493670886076,0.0136986301369863,0.02531645569620253
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/magdeburg/magdeburg/bombardierung-aktionswoche-eine-stadt-fuer-alle-veranstaltungen-kultur-news-100.html,0.6066115702479339,605,367,16.805555555555557,7.808510638297872,0.15625,32,17,0.908635675907135,0.4743801652892562,0.45231607629427795,0.04462809917355372,0.051771117166212535,0.30082644628099175,0.26430517711171664,0.05950413223140496,0.08446866485013624,0.03636363636363636,0.0326975476839237
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/landespolitik/haseloff-ruecktritt-schulze-wechsel-ministerpraesident-cdu-spd-fdp-100.html,0.6863207547169812,424,291,14.133333333333333,9.387096774193548,0.26666666666666666,30,20,0.9004554748535156,0.5070754716981132,0.4879725085910653,0.05188679245283019,0.037800687285223365,0.29952830188679247,0.3161512027491409,0.09433962264150944,0.058419243986254296,0.03537735849056604,0.044673539518900345
mdr,https://www.mdr.de/nachrichten/deutschland/gesellschaft/handy-verbot-grundschule-smartphone-unterricht-100.html,0.26174496644295303,596,156,16.555555555555557,8.210526315789474,0.06666666666666667,15,10,0.5390082597732544,0.4597315436241611,0.4423076923076923,0.040268456375838924,0.02564102564102564,0.22483221476510068,0.25,0.10067114093959731,0.08333333333333333,0.05704697986577181,0.05128205128205128
mdr,https://www.mdr.de/nachrichten/deutschland/wirtschaft/ruestung-industrie-osten-chancen-sondervermoegen-100.html,0.3914590747330961,843,330,12.582089552238806,9.705882352941176,0.024390243902439025,41,16,0.844984233379364,0.4804270462633452,0.4727272727272727,0.046263345195729534,0.04242424242424243,0.2431791221826809,0.2696969696969697,0.08896797153024912,0.08484848484848485,0.03440094899169632,0.0393939393939394
mdr,https://www.mdr.de/nachrichten/thueringen/warnstreik-bus-strassenbahn-erfurt-jena-gera-102.html,0.25626423690205014,878,225,15.403508771929825,11.25,0.2,65,24,0.7771550416946411,0.4601366742596811,0.4488888888888889,0.05353075170842825,0.022222222222222223,0.28018223234624146,0.2888888888888889,0.07061503416856492,0.08444444444444445,0.04441913439635536,0.05333333333333334
mdr,https://www.mdr.de/nachrichten/deutschland/panorama/glatteis-unfaelle-gehweg-streupflicht-nicht-eingehalten-100.html,0.29848484848484846,660,197,14.666666666666666,8.565217391304348,0.08333333333333333,24,8,0.7583142518997192,0.48787878787878786,0.4517766497461929,0.04696969696969697,0.03553299492385787,0.2181818181818182,0.2081218274111675,0.0893939393939394,0.08629441624365482,0.05606060606060606,0.06091370558375635
mdr,https://www.mdr.de/nachrichten/thueringen/sued-thueringen/suhl/wald-naturschutz-baeche-moore-bergwiesen-100.html,0.6401869158878505,214,137,17.833333333333332,9.785714285714286,0.2857142857142857,7,10,0.7353847026824951,0.5,0.48175182481751827,0.07009345794392523,0.08029197080291971,0.2803738317757009,0.2773722627737226,0.08878504672897196,0.06569343065693431,0.0794392523364486,0.043795620437956206
mdr,https://www.mdr.de/nachrichten/sachsen/dresden/dresden-radebeul/vonovia-miete-streit-klagen-gericht-100.html,0.4658119658119658,468,218,13.371428571428572,9.083333333333334,0.16666666666666666,18,9,0.7721086740493774,0.4594017094017094,0.43119266055045874,0.03418803418803419,0.013761467889908258,0.24572649572649574,0.25688073394495414,0.10897435897435898,0.0779816513761468,0.059829059829059825,0.04128440366972477
mdr,https://www.mdr.de/nachrichten/sachsen/dresden/dresden-radebeul/polizei-zwinger-einbruch-versuch-cyberangriff-porzellansammlung-100.html,1.2117647058823529,255,309,12.75,9.65625,0.35714285714285715,14,26,0.83271324634552,0.5019607843137255,0.4627831715210356,0.08235294117647059,0.05501618122977346,0.2941176470588235,0.26537216828478966,0.0784313725490196,0.08090614886731391,0.03137254901960784,0.025889967637540454
mdr,https://www.mdr.de/nachrichten/sachsen/chemnitz/chemnitz-stollberg/congress-hotel-schliesst-zukunft-unklar-100.html,0.38028169014084506,497,189,12.743589743589743,7.875,0.3333333333333333,21,8,0.5816321969032288,0.45875251509054327,0.4656084656084656,0.03219315895372234,0.031746031746031744,0.26156941649899396,0.25396825396825395,0.0925553319919517,0.10052910052910052,0.04225352112676056,0.047619047619047616
mdr,https://www.mdr.de/kultur/ausflug-tipps/hainich-quedlinburg-muldental-wohin-am-wochenende-tipps-100.html,0.5485498108448928,793,435,18.88095238095238,8.7,0.0,46,17,0.8362097144126892,0.5233291298865069,0.45517241379310347,0.06305170239596469,0.05057471264367816,0.36317780580075665,0.23218390804597702,0.05044136191677175,0.08505747126436781,0.036569987389659525,0.034482758620689655
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/armut-gefaehrdung-berechnungen-100.html,1.7912087912087913,273,489,16.058823529411764,11.372093023255815,0.17647058823529413,17,14,0.7486199140548706,0.5201465201465202,0.4458077709611452,0.0695970695970696,0.018404907975460124,0.2783882783882784,0.2556237218813906,0.08424908424908426,0.09611451942740286,0.025641025641025644,0.03680981595092025
mdr,https://www.mdr.de/nachrichten/deutschland/wirtschaft/lufthansa-streik-fluege-gestrichen-leipzig-halle-dresden-102.html,0.45989304812834225,374,172,13.357142857142858,7.166666666666667,0.14814814814814814,27,10,0.7034386396408081,0.5026737967914439,0.42441860465116277,0.05614973262032086,0.046511627906976744,0.2994652406417112,0.23837209302325582,0.09090909090909091,0.09883720930232558,0.034759358288770054,0.046511627906976744
mdr,https://www.mdr.de/sport/fussball_rl/bus-ausgebrannt-hallescher-fc-frankfurt-100.html,1.8295454545454546,88,161,9.777777777777779,8.473684210526315,0.5,6,14,0.7437015771865845,0.48863636363636365,0.484472049689441,0.07954545454545454,0.037267080745341616,0.3068181818181818,0.3105590062111801,0.07954545454545454,0.06832298136645963,0.03409090909090909,0.012422360248447204
mdr,https://www.mdr.de/nachrichten/deutschland/panorama/razzia-sachsen-anhalt-thueringen-vietnamesinnen-bordelle-chemnitz-halle-100.html,1.3248945147679325,237,314,14.8125,8.263157894736842,0.27586206896551724,29,19,0.7936246395111084,0.5021097046413502,0.445859872611465,0.029535864978902954,0.03821656050955414,0.35443037974683544,0.2643312101910828,0.05063291139240506,0.08917197452229299,0.05907172995780591,0.05732484076433121
mdr,https://www.mdr.de/nachrichten/thueringen/ost-thueringen/jena/ausstellung-wagner-hommage-meese-kunstsammlung-kultur-news-100.html,0.9807162534435262,363,356,6.980769230769231,7.26530612244898,0.16666666666666666,18,27,0.9415229558944702,0.4986225895316804,0.5,0.046831955922865015,0.05898876404494382,0.349862258953168,0.3286516853932584,0.05234159779614325,0.07303370786516854,0.02203856749311295,0.016853932584269662
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/landespolitik/haseloff-ruecktritt-offiziell-100.html,1.3636363636363635,176,240,12.571428571428571,9.23076923076923,0.34615384615384615,26,17,0.7863607406616211,0.5284090909090909,0.4666666666666667,0.03409090909090909,0.029166666666666667,0.3693181818181818,0.29583333333333334,0.08522727272727272,0.07083333333333333,0.03409090909090909,0.020833333333333336
mdr,https://www.mdr.de/kultur/buchmesse/leipzig-buecher-leichte-einfache-sprache-trend-inklusion-kultur-news-102.html,0.6967930029154519,686,478,13.450980392156863,9.755102040816327,0.12903225806451613,31,12,0.9148382544517517,0.5087463556851312,0.50418410041841,0.06997084548104957,0.06694560669456066,0.25510204081632654,0.24686192468619247,0.08892128279883382,0.10251046025104603,0.03644314868804665,0.041841004184100423
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/stendal/stendal/denken-ohne-gelaender-schueler-erinnern-ns-verbrechen-102.html,0.21994535519125682,732,161,16.636363636363637,8.05,0.1111111111111111,27,10,0.489072322845459,0.4672131147540984,0.4968944099378882,0.045081967213114756,0.043478260869565216,0.24043715846994534,0.2857142857142857,0.09289617486338798,0.09937888198757763,0.056010928961748634,0.0
mdr,https://www.mdr.de/nachrichten/sachsen-anhalt/halle/burgenland/luetzen-foerdermittel-investition-104.html,0.731629392971246,313,229,12.038461538461538,9.16,0.2,15,15,0.8585077524185181,0.46006389776357826,0.4585152838427948,0.03514376996805112,0.039301310043668124,0.2747603833865815,0.25327510917030566,0.07987220447284345,0.05240174672489083,0.038338658146964855,0.03930131004366812
mdr,https://www.mdr.de/nachrichten/thueringen/nord-thueringen/nordhausen/mittelbau-dora-gedenken-106.html,1.5833333333333333,312,494,15.6,8.666666666666666,0.125,24,25,0.908699631690979,0.4807692307692308,0.4291497975708502,0.0673076923076923,0.03441295546558704,0.2884615384615385,0.2692307692307692,0.0673076923076923,0.0708502024291498,0.04487179487179487,0.048582995951417005
mdr,https://www.mdr.de/nachrichten/sachsen/winter-wetter-neuschnee-unfaelle-glaette-autobahn-stau-100.html,1.0261627906976745,344,353,15.636363636363637,8.022727272727273,0.058823529411764705,34,23,0.8040804862976074,0.5087209302325582,0.45042492917847027,0.040697674418604654,0.031161473087818695,0.3081395348837209,0.24929178470254956,0.07267441860465117,0.07932011331444759,0.0436046511627907,0.0453257790368272
