model,as_tokens,gen_tokens,ref_tokens,compression_ratio,as_sent_count,as_token_count,as_avg_sent_len,as_long_sent_ratio,as_subord_ratio,as_subject_initial_ratio,as_passive_count,as_passive_ratio,as_genitive_count,as_genitive_ratio,as_subjunctive_count,as_subjunctive_ratio,as_nominal_count,as_nominal_ratio,as_verb_to_noun_ratio,as_negation_density,as_avg_word_len,as_polysyllable_ratio,as_hyphen_compound_ratio,as_abbr_ratio,as_digit_ratio,as_flesch_score,as_wstf_score,as_lix_score,as_mattr_50,gen_sent_count,gen_token_count,gen_avg_sent_len,gen_long_sent_ratio,gen_subord_ratio,gen_subject_initial_ratio,gen_passive_count,gen_passive_ratio,gen_genitive_count,gen_genitive_ratio,gen_subjunctive_count,gen_subjunctive_ratio,gen_nominal_count,gen_nominal_ratio,gen_verb_to_noun_ratio,gen_negation_density,gen_avg_word_len,gen_polysyllable_ratio,gen_hyphen_compound_ratio,gen_abbr_ratio,gen_digit_ratio,gen_flesch_score,gen_wstf_score,gen_lix_score,gen_mattr_50,gen_delta_avg_sent_len,gen_red_sent_len_pct,gen_delta_long_sent_ratio,gen_red_long_sent_pct,gen_delta_subord_ratio,gen_red_subord_pct,gen_delta_passive_ratio,gen_red_passive_pct,gen_delta_genitive_ratio,gen_red_genitive_pct,gen_delta_subjunctive_ratio,gen_red_subjunctive_pct,gen_delta_nominal_ratio,gen_red_nominal_pct,gen_delta_polysyllable_ratio,gen_red_polysyllable_pct,gen_delta_abbr_ratio,gen_red_abbr_pct,gen_delta_wstf_score,gen_red_wstf_pct,gen_delta_lix_score,gen_red_lix_pct,gen_delta_mattr_50,gen_red_mattr_pct,gen_delta_flesch_score,gen_gain_flesch_pts,gen_delta_subject_initial_ratio,gen_gain_subject_initial_pct,gen_delta_verb_to_noun_ratio,gen_gain_vnr_pct,gen_delta_hyphen_compound_ratio,gen_gain_hyphen_pct,gen_delta_digit_ratio,gen_gain_digit_pct,ref_sent_count,ref_token_count,ref_avg_sent_len,ref_long_sent_ratio,ref_subord_ratio,ref_subject_initial_ratio,ref_passive_count,ref_passive_ratio,ref_genitive_count,ref_genitive_ratio,ref_subjunctive_count,ref_subjunctive_ratio,ref_nominal_count,ref_nominal_ratio,ref_verb_to_noun_ratio,ref_negation_density,ref_avg_word_len,ref_polysyllable_ratio,ref_hyphen_compound_ratio,ref_abbr_ratio,ref_digit_ratio,ref_flesch_score,ref_wstf_score,ref_lix_score,ref_mattr_50,ref_delta_avg_sent_len,ref_red_sent_len_pct,ref_delta_long_sent_ratio,ref_red_long_sent_pct,ref_delta_subord_ratio,ref_red_subord_pct,ref_delta_passive_ratio,ref_red_passive_pct,ref_delta_genitive_ratio,ref_red_genitive_pct,ref_delta_subjunctive_ratio,ref_red_subjunctive_pct,ref_delta_nominal_ratio,ref_red_nominal_pct,ref_delta_polysyllable_ratio,ref_red_polysyllable_pct,ref_delta_abbr_ratio,ref_red_abbr_pct,ref_delta_wstf_score,ref_red_wstf_pct,ref_delta_lix_score,ref_red_lix_pct,ref_delta_mattr_50,ref_red_mattr_pct,ref_delta_flesch_score,ref_gain_flesch_pts,ref_delta_subject_initial_ratio,ref_gain_subject_initial_pct,ref_delta_verb_to_noun_ratio,ref_gain_vnr_pct,ref_delta_hyphen_compound_ratio,ref_gain_hyphen_pct,ref_delta_digit_ratio,ref_gain_digit_pct
sft_len256,344,99,998,0.2877906976744186,22,344,15.636363636363637,0.5909090909090909,0.5,0.13636363636363635,0,0.0,12,0.10714285714285714,2,0.043478260869565216,15,0.0436046511627907,0.4842105263157895,0.18181818181818182,6.369186046511628,0.28488372093023256,0.010526315789473684,0.0,1.0,40.86831395348838,10.686334186046512,53.53720930232558,0.819728813559322,7,99,14.142857142857142,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0.0,3,0.08571428571428572,1,0.0625,3,0.030303030303030304,0.5925925925925926,0.0,5.959595959595959,0.21212121212121213,0.0,0.0,1.0,47.92727272727272,9.146974141414141,52.12323232323233,0.8112,-1.4935064935064943,9.551494405759914,-0.1623376623376624,27.472480980636586,-0.07142857142857145,14.285685714342861,0.0,0.0,-0.021428571428571422,19.999813335075533,0.019021739130434784,-43.74899377314322,-0.013301620859760395,30.504350938602315,-0.07276250880902044,25.541035886877122,0.0,0.0,-1.539360044632371,14.404938810476043,-1.413976979093249,2.6411106800457027,-0.008528813559322002,1.0404420356860413,7.05895877378434,7.05895877378434,0.006493506493506496,4.761869841525926,0.10838206627680308,22.383206591847895,-0.010526315789473684,-99.99050090241428,0.0,0.0,117,998,8.52991452991453,0.15384615384615385,0.02564102564102564,0.358974358974359,1,0.008547008547008548,5,0.013020833333333334,1,0.00546448087431694,43,0.04308617234468938,0.5545454545454546,0.09401709401709402,5.970941883767535,0.23146292585170342,0.00909090909090909,0.012024048096192385,1.0,53.667081531484015,8.044225490981963,42.869992616812574,0.696290832455216,-7.106449106449107,45.44821812304429,-0.4370629370629371,73.96437187094465,-0.47435897435897434,94.8716051285846,0.008547008547008548,0.0,-0.09412202380952381,87.84640232246723,-0.03801377999524828,87.42968310635959,-0.0005184788181013186,1.1890174880446314,-0.05342079507852915,18.751723470495193,0.012024048096192385,0.0,-2.6421086950645485,24.724179515859042,-10.667216685513004,19.924864641386883,-0.12343798110410609,15.058373998638656,12.798767577995633,12.798767577995633,0.22261072261072262,163.24666610564515,0.07033492822966508,14.525661700955581,-0.0014354066985645935,-13.635068304874675,0.0,0.0
sft_len256,504,130,493,0.25793650793650796,23,504,21.91304347826087,0.6956521739130435,0.21739130434782608,0.21739130434782608,2,0.08695652173913043,18,0.10778443113772455,1,0.017543859649122806,18,0.03571428571428571,0.375,0.21739130434782608,6.698412698412699,0.3134920634920635,0.039473684210526314,0.031746031746031744,0.9642857142857143,32.472527472527446,11.783766422466423,57.28144078144078,0.7826813186813187,15,130,8.666666666666666,0.3333333333333333,0.0,0.4666666666666667,0,0.0,1,0.02127659574468085,0,0.0,3,0.023076923076923078,0.5555555555555556,0.0,6.1,0.26153846153846155,0.3055555555555556,0.046153846153846156,1.0,53.71428571428572,7.817417582417583,40.05494505494506,0.6649382716049382,-13.246376811594205,60.4497326911167,-0.36231884057971014,52.083258463649294,-0.21739130434782608,99.99954000211599,-0.08695652173913043,99.99885001322485,-0.0865078353930437,80.25930265334925,-0.017543859649122806,99.99430032488148,-0.012637362637362634,35.383624643125366,-0.051953601953601936,16.57248851852737,0.014407814407814412,-45.38318581426225,-3.9663488400488394,33.65942909299763,-17.22649572649572,30.073432495334146,-0.1177430470763805,15.043529701138095,21.241758241758276,21.241758241758276,0.2492753623188406,114.66613920242634,0.18055555555555558,48.14801975342882,0.26608187134502925,674.056997963459,0.0357142857142857,3.70369986282977,76,493,6.4868421052631575,0.013157894736842105,0.02631578947368421,0.4342105263157895,2,0.02631578947368421,0,0.0,0,0.0,14,0.028397565922920892,0.6339869281045751,0.06578947368421052,5.959432048681542,0.25963488843813387,0.006535947712418301,0.02636916835699797,1.0,57.02509417560127,8.050740156476383,38.888698927847,0.6763063063063063,-15.426201372997713,70.3973443229282,-0.6824942791762013,98.10841160073727,-0.19107551487414187,87.89433252817564,-0.06064073226544622,69.73604014080153,-0.10778443113772455,99.99907223082985,-0.017543859649122806,99.99430032488148,-0.00731671979136482,20.486241801051065,-0.05385717505392962,17.179702304734757,-0.005376863389033773,16.936586172991934,-3.7330262659900395,31.679395325410216,-18.392741853593776,32.109425464135285,-0.10637501237501246,13.591084126473628,24.552566703073822,24.552566703073822,0.2168192219679634,99.73638331789991,0.25898692810457513,69.06299665989562,-0.032937736498108015,-83.44015197802354,0.0357142857142857,3.70369986282977
sft_len256,492,128,776,0.2601626016260163,39,492,12.615384615384615,0.5128205128205128,0.05128205128205128,0.10256410256410256,7,0.1794871794871795,17,0.09444444444444444,0,0.0,17,0.034552845528455285,0.4171779141104294,0.0,6.719512195121951,0.32723577235772355,0.03067484662576687,0.0,0.8,36.23465608465608,12.115621469723692,57.50711346266902,0.825823927765237,13,128,9.846153846153847,0.3076923076923077,0.07692307692307693,0.23076923076923078,3,0.23076923076923078,3,0.0625,0,0.0,5,0.0390625,0.4772727272727273,0.0,6.5234375,0.2890625,0.045454545454545456,0.0,1.0,40.87231182795696,10.982975268817205,55.49462365591398,0.8703797468354435,-2.7692307692307683,21.951217772159563,-0.20512820512820507,39.99992200015209,0.025641025641025647,-49.999025019012144,0.051282051282051294,-28.571269388641984,-0.03194444444444444,33.823171284068756,0.0,0.0,0.004509654471544715,-13.051092874253284,-0.03817327235772355,11.665337022696795,0.0,0.0,-1.1326462009064873,9.348642248773524,-2.0124898067550347,3.499549274136248,0.04455581907020645,-5.395310503738225,4.637655743300883,4.637655743300883,0.12820512820512822,124.99878126188271,0.060094813162297867,14.405045684161893,0.014779698828778585,48.1802475057495,0.19999999999999996,24.999968750039052,121,776,6.413223140495868,0.008264462809917356,0.0,0.2066115702479339,2,0.01652892561983471,5,0.017241379310344827,1,0.006172839506172839,6,0.007731958762886598,0.675,0.024793388429752067,5.841494845360825,0.21778350515463918,0.19583333333333333,0.0,1.0,62.16249270569929,7.032045652596771,38.37745574790897,0.6950756533700139,-6.202161474888747,49.16347120872101,-0.5045560500105954,98.38823789500222,-0.05128205128205128,99.99805003802426,-0.16295825386734478,90.79052132175902,-0.07720306513409961,81.7435563866849,0.006172839506172839,0.0,-0.026820886765568687,77.62055526781103,-0.10945226720308437,33.447422920867545,0.0,0.0,-5.0835758171269205,41.95884965737841,-19.12965771476005,33.26485408545085,-0.13074827439522319,15.832444625889508,25.927836621043213,25.927836621043213,0.10404746768383133,101.44529190013951,0.2578220858895706,61.80132244683004,0.16515848670756647,538.3991148555224,0.19999999999999996,24.999968750039052
sft_len256,900,107,1422,0.11888888888888889,90,900,10.0,0.32222222222222224,0.05555555555555555,0.1,4,0.044444444444444446,44,0.12941176470588237,0,0.0,57,0.06333333333333334,0.2961783439490446,0.022222222222222223,6.383333333333334,0.31333333333333335,0.006369426751592357,0.008888888888888889,0.9807692307692307,42.31173402868319,11.305119426336375,54.63233376792699,0.6995769682726204,10,107,10.7,0.4,0.0,0.3,0,0.0,5,0.1111111111111111,0,0.0,7,0.06542056074766354,0.2682926829268293,0.0,5.94392523364486,0.24299065420560748,0.07317073170731707,0.028037383177570093,1.0,62.02039082412915,7.739904672897195,42.437553101104506,0.7220689655172414,0.6999999999999993,-6.999999300000064,0.07777777777777778,-24.13785612389479,-0.05555555555555555,99.99820003239942,-0.044444444444444446,99.99775005062386,-0.01830065359477126,14.141304867694721,0.0,0.0,0.002087227414330206,-3.2955701978340435,-0.07034267912772588,22.449719562935186,0.019148494288681206,-215.39632866068925,-3.5652147534391805,31.536282843424356,-12.194780666822481,22.321544042781188,0.02249199724462103,-3.2150808436917586,19.70865679544596,19.70865679544596,0.19999999999999998,199.99800001999978,-0.02788566102221529,-9.415126879007744,0.06680130495572471,1048.6158551156248,0.019230769230769273,1.960782314496468,192,1422,7.40625,0.041666666666666664,0.015625,0.21875,0,0.0,6,0.010452961672473868,2,0.008928571428571428,88,0.06188466947960619,0.43410852713178294,0.03125,5.755977496483825,0.22292545710267228,0.08139534883720931,0.0,1.0,62.94881024367125,7.243594064292601,39.26412018500057,0.631755280407866,-2.59375,25.93749740625026,-0.28055555555555556,87.06869530404906,-0.03993055555555555,71.87370627328707,-0.044444444444444446,99.99775005062386,-0.1189588030334085,91.9220011285342,0.008928571428571428,0.0,-0.0014486638537271473,2.287327863866066,-0.09040787623066107,28.85348543483193,-0.008888888888888889,99.98875126548265,-4.061525362043774,35.92642279671835,-15.368213582926415,28.13025225483981,-0.0678216878647544,9.694657485028857,20.637076214988056,20.637076214988056,0.11875,118.74881251187486,0.13793018318273836,46.56981859155857,0.07502592208561695,1177.7220743785088,0.019230769230769273,1.960782314496468
sft_len256,862,111,715,0.12877030162412992,73,862,11.808219178082192,0.3561643835616438,0.1506849315068493,0.1232876712328767,3,0.0410958904109589,14,0.0472972972972973,1,0.01,36,0.04176334106728538,0.4329004329004329,0.0821917808219178,6.417633410672853,0.2737819025522042,0.07792207792207792,0.00580046403712297,0.9259259259259259,40.77677782685511,9.5767816401649,47.423457744405184,0.8032964329643297,13,111,8.538461538461538,0.15384615384615385,0.07692307692307693,0.07692307692307693,0,0.0,2,0.045454545454545456,0,0.0,3,0.02702702702702703,0.1891891891891892,0.0,5.774774774774775,0.27927927927927926,0.02702702702702703,0.0,1.0,49.815494393476044,9.047867686034659,44.22120285423037,0.7693548387096775,-3.2697576396206536,27.690520589121544,-0.20231822971548996,56.80457423804452,-0.07376185458377238,48.95072409624358,-0.0410958904109589,99.99756672587633,-0.0018427518427518441,3.896021523077411,-0.01,99.99000099990002,-0.014736314040258353,35.284440418961914,0.005497376727075065,-2.0079328094736817,-0.00580046403712297,99.98276297166369,-0.5289139541302408,5.522877296097154,-3.202254890174814,6.75247013810987,-0.03394159425465226,4.225283545274248,9.038716566620934,9.038716566620934,-0.04636459430979978,-37.60653257607337,-0.2437112437112437,-56.29716725084095,-0.05089505089505089,-65.31447711285902,0.07407407407407407,7.99999136000933,114,715,6.271929824561403,0.008771929824561403,0.03508771929824561,0.2982456140350877,0,0.0,0,0.0,2,0.013793103448275862,15,0.02097902097902098,0.7474226804123711,0.06140350877192982,5.520279720279721,0.16923076923076924,0.07731958762886598,0.0013986013986013986,0.8181818181818182,64.11363636363635,4.792354125874126,28.82832167832168,0.7187687687687688,-5.536289353520789,46.88504507899474,-0.3473924537370824,97.536838157366,-0.1155972122086037,76.71400445458926,-0.0410958904109589,99.99756672587633,-0.0472972972972973,99.9978857589868,0.0037931034482758617,-37.92724175858276,-0.0207843200882644,49.76570815466561,-0.10455113332143495,38.187604977085606,-0.004401862638521571,75.87503103276184,-4.7844275142907735,49.95861025627697,-18.595136066083505,39.21083902020808,-0.0845276641955609,10.522586121511274,23.336858536781236,23.336858536781236,0.174957942802211,141.90918034288615,0.31452224751193825,72.65447134342894,-0.000602490293211938,-0.7731859537355809,-0.1077441077441077,-11.636351069104476
sft_len256,834,153,962,0.18345323741007194,101,834,8.257425742574258,0.15841584158415842,0.0297029702970297,0.1782178217821782,9,0.0891089108910891,9,0.02821316614420063,0,0.0,18,0.02158273381294964,0.46564885496183206,0.0594059405940594,5.95083932853717,0.2302158273381295,0.06870229007633588,0.009592326139088728,1.0,58.33629266799326,7.218791050563805,38.128935149752536,0.6842292993630572,19,153,8.052631578947368,0.15789473684210525,0.0,0.15789473684210525,0,0.0,1,0.016129032258064516,0,0.0,11,0.0718954248366013,0.2777777777777778,0.0,5.57516339869281,0.1830065359477124,0.07407407407407407,0.0,1.0,62.529411764705884,5.4927359477124185,32.68300653594771,0.6392307692307693,-0.2047941636268895,2.4801208658745524,-0.0005211047420531634,0.32894529195390393,-0.0297029702970297,99.99663344667395,-0.0891089108910891,99.99887779037147,-0.012084133886136113,42.83002313226253,0.0,0.0,0.05031269102365166,-233.10466789330695,-0.0472092913904171,20.506446872833823,-0.009592326139088728,99.98957608669296,-1.7260551028513866,23.910580755911614,-5.445928613804824,14.282928305200485,-0.04499853013228794,6.576518194849978,4.193119096712621,4.193119096712621,-0.020323084940072955,-11.403444785934083,-0.18787107718405427,-40.345997144024345,0.005371783997738189,7.818816233938181,0.0,0.0,127,962,7.574803149606299,0.047244094488188976,0.007874015748031496,0.2204724409448819,11,0.08661417322834646,2,0.00546448087431694,1,0.006578947368421052,17,0.017671517671517672,0.5100671140939598,0.03937007874015748,5.824324324324325,0.22765072765072766,0.06375838926174497,0.006237006237006237,1.0,60.63873873873874,6.956665252945253,36.602945252945254,0.6609419496166483,-0.6826225929679586,8.266771407712794,-0.11117174709596944,70.17672236377078,-0.021828954548998206,73.48833954086274,-0.0024947376627426493,2.7996186258021725,-0.02274868526988369,80.62859328755899,0.006578947368421052,0.0,-0.003911216141431969,18.121128509680506,-0.002565099687401845,1.1142103368640255,-0.003355319902082491,34.97556377668625,-0.2621257976185518,3.6311587282539763,-1.5259898968072818,4.002183252147164,-0.023287349746408892,3.403437375995603,2.302446070745475,2.302446070745475,0.04225461916270368,23.709403271865373,0.04441825913212771,9.53898270531375,-0.00494390081459091,-7.196017554760139,0.0,0.0
sft_len256,217,6,269,0.027649769585253458,16,217,13.5625,0.5,0.25,0.25,4,0.25,7,0.10294117647058823,1,0.02857142857142857,9,0.041474654377880185,0.6481481481481481,0.0625,6.7050691244239635,0.35944700460829493,0.037037037037037035,0.0,1.0,33.981581798483205,12.881409100758397,58.63813651137595,0.7335714285714285,1,6,6.0,0.0,0.0,0.0,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,1.0,18.0,14.6532,56.0,0.8333333333333334,-7.5625,55.76036455223119,-0.5,99.9998000004,-0.25,99.99960000160002,-0.25,99.99960000160002,0.23039215686274508,-223.80734968098403,-0.02857142857142857,99.99650012249572,-0.041474654377880185,99.99758894702205,0.14055299539170507,-39.102455317528154,0.0,0.0,1.7717908992416032,-13.754634666411935,-2.638136511375947,4.499011434092943,0.09976190476190483,-13.599462149386238,-15.981581798483205,-15.981581798483205,-0.25,-99.99960000160002,-0.6481481481481481,-99.99984571452374,-0.037037037037037035,-99.99730007289803,0.0,0.0,44,269,6.113636363636363,0.0,0.022727272727272728,0.25,1,0.022727272727272728,1,0.009523809523809525,0,0.0,8,0.02973977695167286,0.5227272727272727,0.045454545454545456,6.096654275092937,0.22676579925650558,0.022727272727272728,0.0,1.0,64.43130081300812,7.18918428184282,39.91869918699187,0.7021818181818181,-7.448863636363637,54.92249280839601,-0.5,99.9998000004,-0.22727272727272727,90.90872727418183,-0.22727272727272727,90.90872727418183,-0.09341736694677871,90.74741777338382,-0.02857142857142857,99.99650012249572,-0.011734877426207324,28.29341116427514,-0.13268120535178934,36.91248905286801,0.0,0.0,-5.692224818915577,44.18945421651039,-18.719437324384074,31.923656034867165,-0.03138961038961041,4.279006293998681,30.449719014524916,30.449719014524916,0.0,0.0,-0.12542087542087543,-19.350619495407845,-0.014309764309764307,-38.6353204827106,0.0,0.0
sft_len256,231,117,302,0.5064935064935064,14,231,16.5,0.6428571428571429,0.35714285714285715,0.14285714285714285,3,0.21428571428571427,10,0.13333333333333333,0,0.0,4,0.017316017316017316,0.6949152542372882,0.0,6.956709956709957,0.3852813852813853,0.01694915254237288,0.004329004329004329,1.0,25.96976822304333,14.124833792408467,62.59355055424925,0.7816483516483516,8,117,14.625,0.375,0.125,0.25,1,0.125,3,0.07317073170731707,0,0.0,2,0.017094017094017096,0.7419354838709677,0.0,7.128205128205129,0.37606837606837606,0.12903225806451613,0.0,1.0,22.78017241379311,13.686037931034484,59.327586206896555,0.791470588235294,-1.875,11.36363567493117,-0.2678571428571429,41.66660185195268,-0.23214285714285715,64.9998180005096,-0.08928571428571427,41.666472223129624,-0.06016260162601626,45.12161280741614,0.0,0.0,-0.00022200022200022027,1.2819772478652078,-0.009213009213009216,2.3912355106192127,-0.004329004329004329,99.97690533486764,-0.43879586137398263,3.1065557071847514,-3.2659643473526927,5.217732923370089,0.009822236586942479,-1.25660394475211,-3.1895958092502212,-3.1895958092502212,0.10714285714285715,74.99947500367499,0.04702022963367958,6.76631599087966,0.11208310552214325,661.2513087534286,0.0,0.0,41,302,7.365853658536586,0.024390243902439025,0.07317073170731707,0.4146341463414634,3,0.07317073170731707,2,0.017094017094017096,0,0.0,7,0.023178807947019868,0.5795454545454546,0.024390243902439025,6.056291390728477,0.23841059602649006,0.022727272727272728,0.0,1.0,57.57084349947718,7.640852980132452,40.397699546880446,0.6550197628458498,-9.134146341463413,55.35845932047769,-0.6184668989547039,96.20581240613463,-0.28397212543554007,79.51197248842826,-0.14111498257839722,65.85335122094634,-0.11623931623931624,87.17883333823715,0.0,0.0,0.005862790631002552,-33.855660729632596,-0.14687078925489522,38.12029692134259,-0.004329004329004329,99.97690533486764,-6.483980812276014,45.90482584448276,-22.195851007368802,35.460283777206456,-0.12662858880250172,16.200178319788254,31.601075276433846,31.601075276433846,0.27177700348432055,190.2425707410292,-0.11536979969183359,-16.60197167476803,0.005778120184899847,34.08889784593618,0.0,0.0
sft_len256,270,163,361,0.6037037037037037,20,270,13.5,0.5,0.15,0.15,2,0.1,5,0.053763440860215055,0,0.0,13,0.04814814814814815,0.42168674698795183,0.0,6.381481481481481,0.2962962962962963,0.060240963855421686,0.10740740740740741,1.0,39.0145970394737,11.1856515625,52.926809210526315,0.7921266968325792,26,163,6.269230769230769,0.0,0.07692307692307693,0.2692307692307692,0,0.0,0,0.0,0,0.0,3,0.018404907975460124,0.8837209302325582,0.07692307692307693,5.251533742331288,0.13496932515337423,0.046511627906976744,0.03680981595092025,1.0,74.15311860940696,4.648051329243355,33.78553169734151,0.6080701754385963,-7.230769230769231,53.56124959375359,-0.5,99.9998000004,-0.07307692307692307,48.717623933789156,-0.1,99.99900000999989,-0.053763440860215055,99.99814003459535,0.0,0.0,-0.029743240172688024,61.77313891654378,-0.16132697114292205,54.44766899985333,-0.07059759145648717,65.72818009367339,-6.537600233256645,58.446301605808934,-19.141277513184804,36.16556039755047,-0.18405652139398287,23.23571339948795,35.13852156993326,35.13852156993326,0.11923076923076922,79.48664957618232,0.4620341832446063,109.56784647997071,-0.013729335948444943,-22.79031935511731,0.0,0.0,52,361,6.9423076923076925,0.019230769230769232,0.057692307692307696,0.46153846153846156,0,0.0,1,0.007042253521126761,0,0.0,12,0.0332409972299169,0.8446601941747572,0.019230769230769232,6.1551246537396125,0.22714681440443213,0.06796116504854369,0.0,1.0,55.942049861495846,7.652322504155126,41.015013850415514,0.7206410256410256,-6.5576923076923075,48.57549497731377,-0.4807692307692308,96.15365384653846,-0.0923076923076923,61.5380512847863,-0.1,99.99900000999989,-0.046721187339088296,86.8997921145709,0.0,0.0,-0.014907150918231249,30.96036273033127,-0.06914948189186415,23.33787137318827,-0.10740740740740741,99.9990689741854,-3.533329058344874,31.588045834629185,-11.911795360110801,22.50616523597285,-0.07148567119155358,9.02451353202241,16.927452822022147,16.927452822022147,0.31153846153846154,207.6909230861538,0.4229734471868054,100.30489389555119,0.0077202011931220005,12.815321246249834,0.0,0.0
sft_len256,1826,144,1205,0.07886089813800658,121,1826,15.090909090909092,0.5206611570247934,0.24793388429752067,0.1322314049586777,16,0.1322314049586777,71,0.11525974025974026,4,0.015267175572519083,113,0.061883899233296825,0.4720720720720721,0.11570247933884298,6.872946330777656,0.36801752464403065,0.0036036036036036037,0.007667031763417305,1.0,26.078695706664774,13.446406304593037,60.697859053929605,0.7668317388857626,25,144,5.76,0.0,0.0,0.24,0,0.0,0,0.0,0,0.0,4,0.027777777777777776,0.6222222222222222,0.08,5.979166666666667,0.22916666666666666,0.2,0.0,1.0,59.88980263157896,6.341713888888889,33.96783625730994,0.6846315789473685,-9.330909090909092,61.8313212039486,-0.5206611570247934,99.99980793687682,-0.24793388429752067,99.99959666829344,-0.1322314049586777,99.99924375571909,-0.11525974025974026,99.99913240189353,-0.015267175572519083,99.99345042899691,-0.03410612145551905,55.11218710552321,-0.138850857977364,37.729312162117054,-0.007667031763417305,99.98695884379651,-7.104692415704148,52.83710551648484,-26.730022796619664,44.03783390859288,-0.08220015993839414,10.719437990849753,33.811106924914185,33.811106924914185,0.1077685950413223,81.49938366091105,0.15015015015015015,31.8065483996144,0.19639639639639642,5448.488044567633,0.0,0.0,174,1205,6.925287356321839,0.040229885057471264,0.005747126436781609,0.3390804597701149,13,0.07471264367816093,2,0.00425531914893617,0,0.0,55,0.04564315352697095,0.5877862595419847,0.040229885057471264,5.83402489626556,0.24481327800829875,0.010178117048346057,0.019087136929460582,1.0,59.11159199537791,7.763923893061611,39.90873995482956,0.6846712802768167,-8.165621734587253,54.109538029163005,-0.48043127196732216,92.27313056755236,-0.24218675786073907,97.68159835471806,-0.057518761280516764,43.49823426299419,-0.11100442111080408,96.30722556583919,-0.015267175572519083,99.99345042899691,-0.016240745706325874,26.24347119820085,-0.1232042466357319,33.47772962105709,0.011420105166043276,-148.93137533058206,-5.682482411531426,42.26022819932279,-20.78911909910005,34.25016809592475,-0.08216045860894594,10.714260678062368,33.03289628871313,33.03289628871313,0.20684905481143723,156.42841471126314,0.11571418746991263,24.511922902530305,0.0065745134447424535,182.39213427434194,0.0,0.0
